"Year-Quarter (time)","Geographic Area Name (NAME)","Amount ($1,000,000) (CELL_VALUE)"
"1999-Q4","Wisconsin","2,929"
"2000-Q1","Wisconsin","3,069"
"2000-Q2","Wisconsin","3,499"
"2000-Q3","Wisconsin","2,142"
"2000-Q4","Wisconsin","2,869"
"2001-Q1","Wisconsin","2,780"
"2001-Q2","Wisconsin","3,027"
"2001-Q3","Wisconsin","2,497"
"2001-Q4","Wisconsin","3,196"
"2002-Q1","Wisconsin","2,900"
"2002-Q2","Wisconsin","3,220"
"2002-Q3","Wisconsin","2,511"
"2002-Q4","Wisconsin","3,073"
"2003-Q1","Wisconsin","2,844"
"2003-Q2","Wisconsin","3,500"
"2003-Q3","Wisconsin","2,336"
"2003-Q4","Wisconsin","3,144"
"2004-Q1","Wisconsin","2,735"
"2004-Q2","Wisconsin","4,316"
"2004-Q3","Wisconsin","2,457"
"2004-Q4","Wisconsin","3,311"
"2005-Q1","Wisconsin","2,934"
"2005-Q2","Wisconsin","4,486"
"2005-Q3","Wisconsin","2,620"
"2005-Q4","Wisconsin","3,530"
"2006-Q1","Wisconsin","3,054"
"2006-Q2","Wisconsin","4,662"
"2006-Q3","Wisconsin","2,691"
"2006-Q4","Wisconsin","3,707"
"2007-Q1","Wisconsin","3,082"
"2007-Q2","Wisconsin","5,004"
"2007-Q3","Wisconsin","2,784"
"2007-Q4","Wisconsin","3,662"
"2008-Q1","Wisconsin","3,311"
"2008-Q2","Wisconsin","5,158"
"2008-Q3","Wisconsin","2,921"
"2008-Q4","Wisconsin","3,615"
"2009-Q1","Wisconsin","2,941"
"2009-Q2","Wisconsin","4,975"
"2009-Q3","Wisconsin","2,677"
"2009-Q4","Wisconsin","3,822"
"2010-Q1","Wisconsin","2,843"
"2010-Q2","Wisconsin","5,026"
"2010-Q3","Wisconsin","2,981"
"2010-Q4","Wisconsin","3,936"
"2011-Q1","Wisconsin","3,130"
"2011-Q2","Wisconsin","5,299"
"2011-Q3","Wisconsin","3,120"
"2011-Q4","Wisconsin","4,002"
"2012-Q1","Wisconsin","3,133"
"2012-Q2","Wisconsin","5,740"
"2012-Q3","Wisconsin","3,034"
"2012-Q4","Wisconsin","4,262"
"2013-Q1","Wisconsin","3,266"
"2013-Q2","Wisconsin","5,951"
"2013-Q3","Wisconsin","3,296"
"2013-Q4","Wisconsin","4,321"
"2014-Q1","Wisconsin","3,434"
"2014-Q2","Wisconsin","5,314"
"2014-Q3","Wisconsin","3,251"
"2014-Q4","Wisconsin","4,214"
"2015-Q1","Wisconsin","3,816"
"2015-Q2","Wisconsin","5,738"
"2015-Q3","Wisconsin","3,328"
"2015-Q4","Wisconsin","4,396"
"2016-Q1","Wisconsin","3,900"
"2016-Q2","Wisconsin","5,984"
"2016-Q3","Wisconsin","3,420"
"2016-Q4","Wisconsin","4,490"
"2017-Q1","Wisconsin","4,022"
"2017-Q2","Wisconsin","6,080"
"2017-Q3","Wisconsin","3,290"
"2017-Q4","Wisconsin","4,928"
"2018-Q1","Wisconsin","4,026"
"2018-Q2","Wisconsin","6,421"
"2018-Q3","Wisconsin","3,561"
"2018-Q4","Wisconsin","4,987"
"2019-Q1","Wisconsin","3,926"
"2019-Q2","Wisconsin","7,551"
"2019-Q3","Wisconsin","3,967"
"2019-Q4","Wisconsin","5,148"
"1999-Q1","Wyoming","164"
"1999-Q2","Wyoming","265"
"1999-Q3","Wyoming","156"
"1999-Q4","Wyoming","185"
"2000-Q1","Wyoming","214"
"2000-Q2","Wyoming","353"
"2000-Q3","Wyoming","231"
"2000-Q4","Wyoming","296"
"2001-Q1","Wyoming","317"
"2001-Q2","Wyoming","294"
"2001-Q3","Wyoming","256"
"2001-Q4","Wyoming","330"
"2002-Q1","Wyoming","245"
"2002-Q2","Wyoming","270"
"2002-Q3","Wyoming","251"
"2002-Q4","Wyoming","344"
"2003-Q1","Wyoming","309"
"2003-Q2","Wyoming","317"
"2003-Q3","Wyoming","333"
"2003-Q4","Wyoming","357"
"2004-Q1","Wyoming","316"
"2004-Q2","Wyoming","509"
"2004-Q3","Wyoming","320"
"2004-Q4","Wyoming","417"
"2005-Q1","Wyoming","375"
"2005-Q2","Wyoming","632"
"2005-Q3","Wyoming","238"
"2005-Q4","Wyoming","507"
"2006-Q1","Wyoming","490"
"2006-Q2","Wyoming","889"
"2006-Q3","Wyoming","266"
"2006-Q4","Wyoming","519"
"2007-Q1","Wyoming","443"
"2007-Q2","Wyoming","800"
"2007-Q3","Wyoming","283"
"2007-Q4","Wyoming","591"
"2008-Q1","Wyoming","510"
"2008-Q2","Wyoming","905"
"2008-Q3","Wyoming","380"
"2008-Q4","Wyoming","926"
"2009-Q1","Wyoming","598"
"2009-Q2","Wyoming","860"
"2009-Q3","Wyoming","262"
"2009-Q4","Wyoming","498"
"2010-Q1","Wyoming","418"
"2010-Q2","Wyoming","797"
"2010-Q3","Wyoming","305"
"2010-Q4","Wyoming","717"
"2011-Q1","Wyoming","526"
"2011-Q2","Wyoming","915"
"2011-Q3","Wyoming","293"
"2011-Q4","Wyoming","594"
"2012-Q1","Wyoming","520"
"2012-Q2","Wyoming","897"
"2012-Q3","Wyoming","287"
"2012-Q4","Wyoming","505"
"2013-Q1","Wyoming","458"
"2013-Q2","Wyoming","936"
"2013-Q3","Wyoming","278"
"2013-Q4","Wyoming","504"
"2014-Q1","Wyoming","514"
"2014-Q2","Wyoming","967"
"2014-Q3","Wyoming","333"
"2014-Q4","Wyoming","606"
"2015-Q1","Wyoming","554"
"2015-Q2","Wyoming","864"
"2015-Q3","Wyoming","311"
"2015-Q4","Wyoming","438"
"2016-Q1","Wyoming","423"
"2016-Q2","Wyoming","742"
"2016-Q3","Wyoming","269"
"2016-Q4","Wyoming","391"
"2017-Q1","Wyoming","397"
"2017-Q2","Wyoming","668"
"2017-Q3","Wyoming","302"
"2017-Q4","Wyoming","465"
"2018-Q1","Wyoming","449"
"2018-Q2","Wyoming","622"
"2018-Q3","Wyoming","326"
"2018-Q4","Wyoming","512"
"2019-Q1","Wyoming","495"
"2019-Q2","Wyoming","777"
"2019-Q3","Wyoming","355"
"2019-Q4","Wyoming","538"
